Orthogroup	Achatina_immaculata	Biomphalaria_glabrata	Biomphalaria_straminea	Chrysomallon_squamiferum	Crassostrea_gigas	Cyclina_sinensis	Haliotis_rubra	Magallana_hongkongensis	Marisa_cornuarietis	Octopus_sinensis	Pinctada_fucata_martensii	Pomacea_canaliculata	Scapharca_Anadara_broughtonii	Total
OG0009646	1	1	3	1	0	1	2	0	0	0	1	1	1	12
OG0009647	1	1	2	1	1	1	1	0	1	1	0	1	1	12
OG0009648	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0009649	1	1	1	1	0	1	1	0	1	1	2	1	1	12
OG0009650	1	1	3	0	1	1	1	0	2	0	0	1	1	12
OG0009651	1	1	0	0	1	2	1	1	0	1	2	0	2	12
OG0009652	2	1	1	0	1	1	1	1	0	1	1	1	1	12
OG0009653	1	1	1	1	1	1	0	1	1	1	1	1	1	12
OG0009654	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009655	2	1	1	1	1	1	1	1	1	1	1	0	0	12
OG0009656	1	1	1	1	1	1	1	1	1	1	1	1	0	12
OG0009657	1	1	1	1	1	1	1	0	1	1	1	1	1	12
OG0009658	2	1	1	1	1	1	1	1	1	1	1	0	0	12
OG0009659	1	2	1	1	1	1	1	1	1	1	0	0	1	12
OG0009660	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009661	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009662	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009663	1	1	2	1	1	2	1	1	0	1	1	0	0	12
OG0009664	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0009665	2	1	1	0	1	1	1	1	1	0	1	1	1	12
OG0009666	2	0	1	1	1	1	1	1	1	1	1	1	0	12
OG0009667	1	1	1	1	1	1	1	1	1	1	1	1	0	12
OG0009668	1	1	1	1	1	1	2	1	1	1	0	1	0	12
OG0009669	2	1	1	0	1	1	1	1	1	1	0	1	1	12
OG0009670	1	1	1	1	1	1	1	1	1	1	1	1	0	12
OG0009671	1	1	1	1	1	1	1	1	1	1	1	1	0	12
OG0009672	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009673	1	1	2	1	1	0	0	1	1	1	1	1	1	12
OG0009674	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009675	1	1	1	1	1	1	1	1	1	1	1	1	0	12
OG0009676	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009677	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0009678	1	1	1	1	1	1	1	1	0	1	1	1	1	12
OG0009679	1	1	1	1	1	1	1	0	1	1	1	1	1	12
OG0009680	1	1	1	0	1	1	1	1	1	2	0	1	1	12
OG0009681	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009682	1	1	2	1	1	0	1	1	0	2	0	1	1	12
OG0009683	1	0	1	1	1	1	1	1	1	1	1	1	1	12
OG0009684	3	4	5	0	0	0	0	0	0	0	0	0	0	12
OG0009685	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0009686	1	0	1	1	1	1	1	1	1	1	1	1	1	12
OG0009687	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009688	2	0	0	1	1	0	2	1	1	1	1	1	1	12
OG0009689	1	1	1	1	1	1	1	0	1	1	1	1	1	12
OG0009690	12	0	0	0	0	0	0	0	0	0	0	0	0	12
OG0009691	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009692	1	1	1	0	1	0	2	1	1	1	1	1	1	12
OG0009693	1	1	1	1	1	2	1	1	0	1	1	0	1	12
OG0009694	1	5	3	0	0	0	0	0	1	0	0	2	0	12
OG0009695	1	1	1	1	1	0	1	1	1	1	1	1	1	12
OG0009696	2	2	1	0	1	1	0	1	1	0	1	1	1	12
OG0009697	1	1	1	1	1	1	1	1	0	1	1	1	1	12
OG0009698	1	3	2	1	0	0	1	0	1	0	1	1	1	12
OG0009699	1	1	2	1	1	0	1	1	0	1	1	1	1	12
OG0009700	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009701	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0009702	1	1	0	1	1	2	1	1	1	1	0	1	1	12
OG0009703	12	0	0	0	0	0	0	0	0	0	0	0	0	12
OG0009704	1	1	1	1	1	1	1	1	0	1	1	1	1	12
OG0009705	2	0	1	1	1	0	1	1	1	1	1	1	1	12
OG0009706	2	1	1	1	1	0	1	1	1	1	0	1	1	12
OG0009707	1	1	1	1	1	1	1	1	0	1	1	1	1	12
OG0009708	1	0	1	1	1	1	1	1	0	1	2	1	1	12
OG0009709	3	1	1	1	0	0	1	1	1	0	2	0	1	12
OG0009710	1	0	0	1	1	1	1	3	1	1	0	1	1	12
OG0009711	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009712	12	0	0	0	0	0	0	0	0	0	0	0	0	12
OG0009713	1	1	1	1	0	2	1	0	1	1	1	1	1	12
OG0009714	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009715	11	0	1	0	0	0	0	0	0	0	0	0	0	12
OG0009716	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009717	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0009718	1	1	1	1	1	1	1	1	1	1	1	0	1	12
OG0009719	1	1	1	1	1	1	1	1	1	1	1	1	0	12
OG0009720	1	1	1	1	1	1	1	1	0	1	1	1	1	12
OG0009721	1	2	1	0	1	1	1	1	0	1	1	1	1	12
OG0009722	1	1	1	1	1	1	1	1	1	1	1	1	0	12
OG0009723	2	1	3	1	0	0	1	0	3	0	0	1	0	12
OG0009724	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009725	1	2	1	0	1	1	1	1	1	1	1	1	0	12
OG0009726	1	1	1	1	1	1	2	1	0	1	0	1	1	12
OG0009727	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009728	1	1	1	1	1	1	1	0	1	1	1	1	1	12
OG0009729	1	1	1	1	1	1	0	1	1	1	1	1	1	12
OG0009730	2	1	0	1	1	0	1	1	1	1	1	1	1	12
OG0009731	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0009732	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009733	2	1	1	1	1	1	1	1	0	0	1	1	1	12
OG0009734	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0009735	1	0	2	0	1	1	1	1	1	1	1	1	1	12
OG0009736	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009737	1	1	1	1	1	1	1	2	1	1	0	1	0	12
OG0009738	3	2	5	0	0	0	0	0	1	0	0	1	0	12
OG0009739	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009740	1	1	1	1	1	1	1	1	1	1	1	1	0	12
OG0009741	1	1	1	1	1	1	1	0	1	1	0	2	1	12
OG0009742	2	1	1	0	1	1	1	1	0	1	2	0	1	12
OG0009743	1	1	1	1	1	1	1	1	1	1	1	1	0	12
OG0009744	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009745	1	1	1	1	1	0	1	1	1	1	1	1	1	12
OG0009746	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009747	2	0	0	1	1	1	1	1	1	1	1	1	1	12
OG0009748	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009749	1	1	1	0	1	0	1	2	1	0	0	2	2	12
OG0009750	1	1	1	0	1	2	1	1	1	1	1	1	0	12
OG0009751	1	1	1	1	1	2	1	1	1	1	0	1	0	12
OG0009752	1	1	1	0	2	1	1	1	1	0	1	1	1	12
OG0009753	1	1	1	0	0	2	1	1	1	1	1	1	1	12
OG0009754	4	0	1	0	0	0	3	0	3	0	1	0	0	12
OG0009755	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009756	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009757	1	1	1	1	1	1	1	1	0	2	1	0	1	12
OG0009758	2	1	1	1	0	0	1	1	1	1	1	1	1	12
OG0009759	1	1	1	1	1	1	1	1	0	1	1	1	1	12
OG0009760	1	1	3	0	1	0	1	1	1	1	0	1	1	12
OG0009761	2	2	2	1	0	0	3	0	1	0	0	1	0	12
OG0009762	1	0	1	1	1	1	1	1	1	1	1	1	1	12
OG0009763	1	3	1	0	1	1	1	1	0	0	1	0	2	12
OG0009764	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009765	1	1	1	1	1	1	1	1	0	1	1	1	1	12
OG0009766	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009767	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009768	1	1	1	1	1	0	1	1	1	1	1	1	1	12
OG0009769	1	1	1	1	0	1	1	1	1	1	1	1	1	12
OG0009770	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009771	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009772	1	0	0	3	0	1	1	0	1	0	1	3	1	12
OG0009773	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009774	1	1	1	1	1	1	1	0	1	1	0	1	2	12
OG0009775	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009776	1	0	0	0	1	2	5	1	0	0	1	0	1	12
OG0009777	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009778	1	0	1	1	1	1	1	1	1	1	1	1	1	12
OG0009779	1	1	1	1	1	1	1	1	0	1	1	1	1	12
OG0009780	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009781	1	1	1	1	1	1	1	1	0	1	1	1	1	12
OG0009782	1	1	1	1	1	1	1	1	0	1	2	0	1	12
OG0009783	1	2	1	0	1	2	2	1	0	0	1	0	1	12
OG0009784	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009785	2	1	2	1	1	0	1	1	1	0	1	1	0	12
OG0009786	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0009787	1	1	1	1	1	1	1	1	1	1	1	1	0	12
OG0009788	1	1	1	0	1	1	2	1	1	1	0	1	1	12
OG0009789	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009790	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009791	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009792	1	1	2	0	1	1	1	1	1	0	1	1	1	12
OG0009793	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009794	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0009795	2	1	3	1	0	0	2	0	1	1	0	1	0	12
OG0009796	1	0	2	1	1	1	1	1	1	1	1	0	1	12
OG0009797	1	1	1	1	1	0	1	1	1	1	1	1	1	12
OG0009798	1	2	2	1	1	0	1	1	1	0	0	1	1	12
OG0009799	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0009800	1	0	1	1	1	1	0	1	1	1	2	1	1	12
OG0009801	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009802	1	1	1	1	1	1	1	0	1	1	1	1	1	12
OG0009803	1	1	1	1	1	1	1	1	1	1	1	0	1	12
OG0009804	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009805	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009806	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0009807	1	1	1	1	0	1	1	1	1	1	1	1	1	12
OG0009808	1	1	2	0	1	1	1	1	1	1	0	1	1	12
OG0009809	1	1	1	1	1	2	2	1	0	1	0	0	1	12
OG0009810	1	0	1	0	1	1	1	1	1	1	2	1	1	12
OG0009811	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009812	1	1	1	1	1	1	1	1	1	1	1	1	0	12
OG0009813	1	1	1	1	1	1	1	1	1	1	1	1	0	12
OG0009814	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009815	1	1	1	1	1	0	1	1	1	1	1	1	1	12
OG0009816	1	0	6	0	0	1	0	2	0	1	0	0	1	12
OG0009817	1	1	1	1	1	1	1	2	1	1	0	1	0	12
OG0009818	1	1	1	1	1	1	1	1	1	1	1	1	0	12
OG0009819	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0009820	1	1	1	1	1	1	2	1	1	1	0	1	0	12
OG0009821	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009822	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0009823	1	1	1	1	1	1	1	1	1	1	1	1	0	12
OG0009824	1	1	1	1	1	1	1	1	1	1	1	1	0	12
OG0009825	1	2	1	1	1	1	1	1	1	0	1	1	0	12
OG0009826	1	1	1	1	1	1	1	1	1	1	1	1	0	12
OG0009827	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009828	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009829	1	1	1	1	1	1	1	1	1	1	1	1	0	12
OG0009830	1	1	0	1	1	1	1	1	0	1	2	1	1	12
OG0009831	1	1	1	1	1	1	1	1	1	1	1	1	0	12
OG0009832	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009833	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0009834	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0009835	1	1	1	0	1	1	2	1	1	1	0	1	1	12
OG0009836	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009837	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009838	1	0	0	0	1	1	2	1	1	0	1	1	3	12
OG0009839	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009840	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009841	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009842	1	2	1	1	1	1	1	1	0	1	0	1	1	12
OG0009843	1	1	0	1	1	1	1	1	1	1	0	1	2	12
OG0009844	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009845	1	0	0	0	1	1	2	2	1	0	1	1	2	12
OG0009846	1	1	2	2	0	0	2	0	2	0	0	2	0	12
OG0009847	1	2	1	1	1	1	1	1	0	1	0	1	1	12
OG0009848	1	1	1	1	1	0	1	1	1	1	1	1	1	12
OG0009849	1	1	1	0	1	2	1	1	1	1	0	1	1	12
OG0009850	2	1	0	1	1	1	1	1	1	1	0	1	1	12
OG0009851	1	1	1	0	1	1	1	2	1	0	1	1	1	12
OG0009852	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009853	1	1	1	1	1	0	1	3	1	0	1	1	0	12
OG0009854	1	0	1	1	1	1	1	1	1	1	1	1	1	12
OG0009855	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009856	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009857	2	1	2	0	1	1	1	0	1	0	1	1	1	12
OG0009858	1	2	0	0	1	1	1	1	1	1	1	1	1	12
OG0009859	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009860	1	1	1	0	1	2	0	1	1	1	1	1	1	12
OG0009861	1	1	1	1	1	1	0	1	1	1	1	1	1	12
OG0009862	1	2	0	1	1	1	1	1	1	1	1	1	0	12
OG0009863	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0009864	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009865	1	1	1	1	0	3	1	0	1	1	0	1	1	12
OG0009866	2	1	1	1	0	0	3	0	1	1	0	1	1	12
OG0009867	2	1	1	1	1	1	1	1	0	1	0	1	1	12
OG0009868	1	1	1	0	1	1	2	1	1	1	1	0	1	12
OG0009869	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0009870	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009871	1	1	1	1	1	2	1	1	1	1	0	1	0	12
OG0009872	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009873	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009874	2	0	1	1	1	1	1	1	0	1	1	1	1	12
OG0009875	1	1	1	0	1	2	1	1	0	1	1	1	1	12
OG0009876	2	1	1	0	1	1	1	1	1	0	2	1	0	12
OG0009877	1	1	1	1	1	1	1	0	1	1	1	1	1	12
OG0009878	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009879	1	1	0	1	1	1	1	1	1	1	1	1	1	12
OG0009880	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009881	2	1	3	1	0	0	2	0	2	0	0	1	0	12
OG0009882	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009883	1	1	1	1	1	1	1	1	1	1	1	1	0	12
OG0009884	1	1	1	1	1	1	2	1	1	1	0	1	0	12
OG0009885	1	0	0	1	1	1	3	1	1	0	1	1	1	12
OG0009886	1	1	0	1	1	1	1	1	1	1	1	1	1	12
OG0009887	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009888	1	1	1	1	1	1	1	1	0	1	1	1	1	12
OG0009889	1	1	1	1	0	1	1	1	1	1	1	1	1	12
OG0009890	2	1	1	0	1	0	1	1	1	1	1	1	1	12
OG0009891	1	0	1	1	1	1	1	1	0	1	2	1	1	12
OG0009892	3	0	4	0	0	0	1	1	1	1	1	0	0	12
OG0009893	1	1	1	0	1	1	1	2	1	0	1	1	1	12
OG0009894	2	1	1	1	1	0	1	1	1	1	0	1	1	12
OG0009895	2	1	1	0	1	1	1	1	0	1	1	1	1	12
OG0009896	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009897	1	1	1	0	1	1	1	1	1	0	2	1	1	12
OG0009898	1	1	1	1	1	1	1	1	1	1	1	0	1	12
OG0009899	1	0	1	1	1	1	1	1	1	1	1	1	1	12
OG0009900	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009901	2	1	1	0	1	0	1	1	1	1	1	1	1	12
OG0009902	1	1	1	1	1	0	1	1	1	1	1	1	1	12
OG0009903	1	1	0	1	1	1	1	1	1	1	1	1	1	12
OG0009904	1	1	1	0	1	1	1	1	1	2	0	1	1	12
OG0009905	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009906	1	1	1	1	1	0	2	1	1	1	0	1	1	12
OG0009907	1	1	1	1	1	1	1	1	1	1	1	1	0	12
OG0009908	1	1	1	1	1	0	1	1	1	0	2	1	1	12
OG0009909	1	0	1	1	1	1	1	1	1	1	1	1	1	12
OG0009910	1	1	1	1	1	0	1	1	1	1	1	1	1	12
OG0009911	2	1	0	1	1	1	1	1	1	0	1	1	1	12
OG0009912	2	0	1	0	1	1	2	1	1	0	1	1	1	12
OG0009913	1	0	1	1	1	1	1	1	1	1	0	1	2	12
OG0009914	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009915	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009916	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009917	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009918	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009919	1	0	1	1	1	1	1	1	1	1	1	1	1	12
OG0009920	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009921	1	1	2	0	1	0	2	1	1	0	2	1	0	12
OG0009922	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009923	1	1	1	0	1	1	2	1	1	1	0	1	1	12
OG0009924	1	2	1	1	1	1	1	1	1	0	0	1	1	12
OG0009925	1	0	1	1	1	1	1	1	1	1	1	1	1	12
OG0009926	2	1	2	0	1	0	1	1	2	0	0	1	1	12
OG0009927	1	0	0	0	2	2	1	1	1	1	1	1	1	12
OG0009928	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0009929	1	1	1	0	1	1	1	1	1	2	1	1	0	12
OG0009930	1	1	1	1	1	1	1	1	1	1	1	1	0	12
OG0009931	1	1	1	1	1	2	1	0	1	1	0	1	1	12
OG0009932	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0009933	2	1	1	1	1	0	1	1	1	0	1	1	1	12
OG0009934	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009935	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009936	1	0	2	0	1	1	1	2	0	1	1	1	1	12
OG0009937	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009938	1	1	1	3	1	1	2	0	0	0	1	0	1	12
OG0009939	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009940	1	1	1	1	1	1	1	1	2	1	0	1	0	12
OG0009941	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009942	1	1	1	1	1	1	0	1	1	1	1	1	1	12
OG0009943	1	1	1	0	1	1	1	2	1	0	1	1	1	12
OG0009944	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0009945	1	1	1	1	1	1	1	1	1	1	1	0	1	12
OG0009946	1	1	0	1	1	1	1	1	1	1	1	1	1	12
OG0009947	1	1	1	1	1	0	1	1	1	1	1	1	1	12
OG0009948	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009949	2	1	1	1	1	0	1	1	1	1	1	1	0	12
OG0009950	1	1	1	1	1	1	1	1	1	1	1	1	0	12
OG0009951	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009952	2	1	1	0	1	1	2	2	0	0	0	0	2	12
OG0009953	2	2	1	1	1	0	1	1	1	1	0	1	0	12
OG0009954	1	1	1	1	1	0	1	1	1	1	1	1	1	12
OG0009955	1	1	1	1	1	1	1	0	1	1	0	1	2	12
OG0009956	1	1	1	1	1	1	2	1	1	0	1	1	0	12
OG0009957	1	1	1	0	1	1	2	1	0	1	1	1	1	12
OG0009958	1	0	2	1	1	1	1	1	1	1	1	1	0	12
OG0009959	1	1	0	0	1	3	1	1	0	1	1	1	1	12
OG0009960	1	2	1	0	1	1	1	1	1	0	1	1	1	12
OG0009961	1	1	1	1	2	1	2	0	1	1	0	1	0	12
OG0009962	1	1	2	0	1	1	1	1	1	1	0	1	1	12
OG0009963	1	1	1	1	1	1	1	0	1	1	1	1	1	12
OG0009964	2	1	3	0	1	0	0	0	1	1	1	1	1	12
OG0009965	1	1	0	1	1	1	1	1	1	1	1	1	1	12
OG0009966	1	1	1	1	0	2	0	0	1	1	2	1	1	12
OG0009967	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009968	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009969	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0009970	2	1	1	1	1	1	1	1	1	1	0	1	0	12
OG0009971	1	1	2	1	0	1	2	0	1	0	1	1	1	12
OG0009972	1	1	1	1	1	1	1	1	0	1	1	1	1	12
OG0009973	2	1	2	0	1	1	0	1	1	1	1	1	0	12
OG0009974	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009975	1	1	2	1	0	1	1	0	0	2	1	1	1	12
OG0009976	1	2	1	1	0	1	1	1	1	1	0	1	1	12
OG0009977	2	1	1	1	1	1	1	1	0	1	0	1	1	12
OG0009978	1	1	1	0	1	2	1	1	1	0	1	1	1	12
OG0009979	1	1	1	1	1	1	1	1	1	1	1	0	1	12
OG0009980	1	1	1	1	1	1	1	0	1	0	2	1	1	12
OG0009981	2	0	1	2	1	1	0	1	1	0	1	1	1	12
OG0009982	1	1	1	1	1	1	1	0	1	2	1	1	0	12
OG0009983	1	1	1	1	1	1	1	1	1	1	1	0	1	12
OG0009984	1	0	1	1	1	1	1	1	0	1	1	1	2	12
OG0009985	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0009986	1	1	1	1	1	1	1	1	1	0	2	1	0	12
OG0009987	1	1	1	1	0	1	0	1	1	1	2	1	1	12
OG0009988	1	1	1	1	1	1	1	2	0	1	1	0	1	12
OG0009989	2	1	3	0	0	1	1	2	1	0	0	1	0	12
OG0009990	1	1	2	0	2	1	1	1	1	1	0	1	0	12
OG0009991	1	1	2	0	1	1	1	2	0	1	1	0	1	12
OG0009992	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0009993	1	1	3	0	1	1	1	2	1	1	0	0	0	12
OG0009994	1	1	1	1	1	0	1	1	1	1	1	1	1	12
OG0009995	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0009996	1	1	1	1	1	1	1	1	0	1	1	1	1	12
OG0009997	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0009998	2	1	1	0	1	2	1	0	1	1	1	1	0	12
OG0009999	2	1	0	0	1	1	1	1	1	1	1	1	1	12
OG0010000	1	1	1	1	1	1	1	1	1	1	1	1	0	12
OG0010001	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0010002	3	1	0	1	1	1	1	1	0	1	1	1	0	12
OG0010003	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0010004	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0010005	1	1	1	1	1	1	1	1	0	1	1	1	1	12
OG0010006	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0010007	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0010008	1	2	1	1	1	1	1	1	1	1	0	0	1	12
OG0010009	1	1	2	1	1	1	1	1	0	1	1	1	0	12
OG0010010	2	1	1	0	1	1	1	1	1	1	1	1	0	12
OG0010011	1	1	1	1	1	1	1	1	0	1	1	1	1	12
OG0010012	1	1	1	2	0	1	1	1	0	1	1	1	1	12
OG0010013	1	1	1	1	1	1	1	0	1	1	1	1	1	12
OG0010014	1	1	2	1	1	0	1	1	1	1	0	1	1	12
OG0010015	1	1	1	1	1	0	1	1	1	1	1	1	1	12
OG0010016	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0010017	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0010018	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0010019	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0010020	2	1	1	1	1	1	1	1	0	0	2	0	1	12
OG0010021	1	1	2	1	0	1	1	0	1	1	1	1	1	12
OG0010022	5	3	3	0	0	0	1	0	0	0	0	0	0	12
OG0010023	1	1	4	1	0	0	2	0	1	1	0	1	0	12
OG0010024	1	1	1	0	1	1	2	1	0	0	2	1	1	12
OG0010025	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0010026	1	1	1	1	1	1	1	1	1	0	1	1	1	12
OG0010027	1	1	1	0	1	1	1	0	2	1	1	1	1	12
OG0010028	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0010029	1	1	1	0	1	1	0	1	1	1	2	1	1	12
OG0010030	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0010031	1	1	1	1	1	1	1	1	0	1	1	1	1	12
OG0010032	1	1	1	0	2	1	2	1	1	1	0	1	0	12
OG0010033	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0010034	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0010035	1	1	1	1	1	1	1	1	2	1	0	0	1	12
OG0010036	1	1	1	1	1	1	1	0	0	2	1	1	1	12
OG0010037	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0010038	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0010039	1	1	1	1	1	1	2	1	0	0	1	1	1	12
OG0010040	1	1	0	1	1	1	1	1	1	1	1	1	1	12
OG0010041	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0010042	1	1	0	0	1	1	1	1	1	1	2	1	1	12
OG0010043	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0010044	1	1	1	0	1	1	1	2	1	1	1	1	0	12
OG0010045	1	1	0	0	1	1	3	1	1	0	1	1	1	12
OG0010046	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0010047	1	1	1	0	0	1	1	1	1	1	2	1	1	12
OG0010048	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0010049	1	1	1	0	1	1	1	1	1	1	1	1	1	12
OG0010050	1	1	1	1	1	1	1	1	1	1	0	1	1	12
OG0010051	1	1	1	1	1	1	1	1	1	1	0	1	1	12
