Orthogroup	Achatina_immaculata	Biomphalaria_glabrata	Biomphalaria_straminea	Chrysomallon_squamiferum	Crassostrea_gigas	Cyclina_sinensis	Haliotis_rubra	Magallana_hongkongensis	Marisa_cornuarietis	Octopus_sinensis	Pinctada_fucata_martensii	Pomacea_canaliculata	Scapharca_Anadara_broughtonii	Total
OG0027744	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027745	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027746	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027747	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027748	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027749	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027750	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027751	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027752	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027753	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027754	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027755	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027756	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027757	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027758	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027759	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027760	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027761	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027762	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027763	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027764	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027765	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027766	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027767	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027768	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027769	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027770	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027771	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027772	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027773	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027774	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027775	0	1	0	0	0	0	0	0	1	0	0	0	0	2
OG0027776	0	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0027777	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027778	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027779	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027780	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027781	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027782	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027783	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027784	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027785	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027786	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027787	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027788	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027789	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027790	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027791	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027792	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027793	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027794	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027795	0	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0027796	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027797	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027798	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027799	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027800	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027801	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027802	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027803	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027804	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027805	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027806	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027807	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027808	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027809	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027810	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027811	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027812	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027813	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027814	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027815	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027816	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027817	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027818	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027819	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027820	0	1	0	0	0	0	1	0	0	0	0	0	0	2
OG0027821	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027822	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027823	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027824	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027825	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027826	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027827	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027828	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027829	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027830	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027831	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027832	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027833	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027834	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027835	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027836	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027837	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027838	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027839	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027840	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027841	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027842	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027843	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027844	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027845	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027846	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027847	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027848	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027849	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027850	0	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0027851	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027852	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027853	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027854	0	1	0	0	0	0	0	0	0	0	0	0	1	2
OG0027855	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027856	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027857	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027858	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027859	0	1	0	0	0	0	0	0	0	0	1	0	0	2
OG0027860	0	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0027861	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027862	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027863	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027864	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027865	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027866	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027867	0	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0027868	0	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0027869	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027870	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027871	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027872	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027873	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027874	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027875	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027876	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027877	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027878	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027879	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027880	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027881	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027882	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027883	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027884	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027885	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027886	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027887	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027888	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027889	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027890	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027891	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027892	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027893	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027894	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027895	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027896	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027897	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027898	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027899	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027900	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027901	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027902	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027903	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027904	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027905	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027906	0	1	0	0	0	0	0	0	0	0	1	0	0	2
OG0027907	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027908	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027909	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027910	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027911	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027912	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027913	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027914	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027915	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027916	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027917	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027918	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027919	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027920	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027921	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027922	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027923	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027924	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027925	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027926	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027927	0	1	0	0	0	1	0	0	0	0	0	0	0	2
OG0027928	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027929	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027930	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027931	0	1	0	0	0	0	1	0	0	0	0	0	0	2
OG0027932	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027933	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027934	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027935	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027936	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027937	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027938	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027939	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027940	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027941	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027942	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027943	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027944	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027945	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027946	0	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0027947	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027948	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027949	0	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0027950	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027951	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027952	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027953	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027954	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027955	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027956	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027957	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027958	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027959	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027960	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027961	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027962	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027963	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027964	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027965	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027966	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027967	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027968	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027969	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027970	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027971	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027972	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027973	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027974	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027975	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027976	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027977	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027978	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027979	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027980	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027981	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027982	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027983	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027984	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027985	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027986	0	1	0	0	0	0	0	0	0	1	0	0	0	2
OG0027987	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027988	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027989	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027990	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027991	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027992	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027993	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027994	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027995	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027996	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027997	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027998	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0027999	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028000	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028001	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028002	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028003	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028004	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028005	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028006	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028007	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028008	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028009	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028010	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028011	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028012	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028013	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028014	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028015	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028016	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028017	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028018	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028019	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028020	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028021	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028022	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028023	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028024	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028025	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028026	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028027	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028028	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028029	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028030	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028031	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028032	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028033	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028034	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028035	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028036	0	1	0	0	0	0	0	1	0	0	0	0	0	2
OG0028037	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028038	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028039	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028040	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028041	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028042	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028043	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028044	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028045	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028046	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028047	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028048	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028049	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028050	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028051	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028052	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028053	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028054	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028055	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028056	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028057	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028058	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028059	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028060	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028061	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028062	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028063	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028064	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028065	0	2	0	0	0	0	0	0	0	0	0	0	0	2
OG0028066	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028067	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028068	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028069	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028070	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028071	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028072	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028073	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028074	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028075	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028076	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028077	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028078	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028079	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028080	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028081	0	1	0	0	0	0	1	0	0	0	0	0	0	2
OG0028082	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028083	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028084	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028085	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028086	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028087	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028088	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028089	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028090	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028091	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028092	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028093	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028094	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028095	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028096	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028097	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028098	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028099	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028100	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028101	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028102	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028103	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028104	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028105	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028106	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028107	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028108	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028109	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028110	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028111	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028112	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028113	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028114	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028115	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028116	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028117	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028118	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028119	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028120	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028121	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028122	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028123	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028124	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028125	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028126	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028127	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028128	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028129	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028130	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028131	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028132	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028133	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028134	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028135	0	1	0	0	0	1	0	0	0	0	0	0	0	2
OG0028136	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028137	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028138	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028139	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028140	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028141	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028142	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028143	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028144	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028145	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028146	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028147	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028148	0	1	1	0	0	0	0	0	0	0	0	0	0	2
OG0028149	0	1	1	0	0	0	0	0	0	0	0	0	0	2
